Running strategy ucrp on dataset djia.
Start Time: 2015-0129-17-01-35-572.
-------------------------------------
Parameters [tc:0.000000]
day	 Daily Return	 Total return
261	1.004481	0.915825
262	1.008263	0.923393
263	1.004272	0.927338
264	1.003170	0.930278
265	0.973904	0.906001
266	1.015478	0.920024
267	1.015155	0.933966
268	0.996649	0.930836
269	0.976174	0.908658
270	1.000118	0.908765
271	0.994241	0.903532
272	1.000363	0.903860
273	1.012347	0.915020
274	1.013985	0.927817
275	0.996504	0.924573
276	1.012443	0.936078
277	1.001569	0.937546
278	0.990118	0.928281
279	0.982430	0.911972
280	1.022120	0.932144
281	0.989167	0.922046
282	1.011300	0.932466
283	1.021293	0.952321
284	0.996241	0.948741
285	1.002371	0.950990
286	0.997538	0.948648
287	1.025495	0.972834
288	1.021816	0.994057
289	0.988673	0.982798
290	1.013874	0.996434
291	0.994956	0.991408
292	1.004849	0.996215
293	1.005323	1.001519
294	1.000491	1.002010
295	0.985856	0.987838
296	1.001031	0.988856
297	1.009589	0.998338
298	0.997108	0.995451
299	1.004388	0.999819
300	0.986401	0.986222
301	0.998546	0.984788
302	0.994843	0.979709
303	0.985475	0.965479
304	1.007231	0.972461
305	1.006375	0.978660
306	0.998988	0.977669
307	0.996249	0.974002
308	0.994537	0.968681
309	0.989829	0.958829
310	1.002931	0.961639
311	1.002734	0.964269
312	0.999606	0.963889
313	0.995414	0.959469
314	1.017087	0.975863
315	0.978246	0.954634
316	1.002525	0.957045
317	0.990419	0.947875
318	1.024059	0.970680
319	0.994931	0.965760
320	0.997858	0.963691
321	1.004142	0.967683
322	0.985478	0.953631
323	0.996018	0.949833
324	0.991131	0.941409
325	0.999694	0.941121
326	0.986641	0.928548
327	0.989211	0.918530
328	1.013315	0.930760
329	1.013217	0.943062
330	1.001879	0.944835
331	0.993290	0.938495
332	0.982000	0.921602
333	1.003557	0.924880
334	1.035797	0.957989
335	0.988643	0.947109
336	0.987639	0.935402
337	1.018273	0.952494
338	1.019808	0.971362
339	0.994683	0.966197
340	1.004430	0.970477
341	1.006742	0.977021
342	0.989248	0.966515
343	0.988135	0.955048
344	1.004000	0.958868
345	1.006973	0.965554
346	0.987559	0.953541
347	0.988392	0.942473
348	0.993150	0.936017
349	0.998062	0.934203
350	1.001246	0.935367
351	0.977236	0.914074
352	0.997209	0.911523
353	1.009326	0.920024
354	0.981767	0.903250
355	0.993740	0.897595
356	1.003535	0.900768
357	0.984036	0.886388
358	1.007898	0.893389
359	0.988915	0.883485
360	0.995367	0.879392
361	1.025900	0.902168
362	1.002422	0.904353
363	0.980291	0.886529
364	0.983425	0.871835
365	0.983306	0.857280
366	1.004089	0.860786
367	0.983122	0.846258
368	0.996581	0.843364
369	1.016427	0.857218
370	1.001581	0.858573
371	0.981025	0.842281
372	0.985757	0.830285
373	1.008343	0.837212
374	1.040212	0.870878
375	0.987209	0.859738
376	0.979390	0.842019
377	0.967617	0.814752
378	1.004923	0.818763
379	0.987973	0.808916
380	0.996064	0.805731
381	0.980462	0.789989
382	1.007403	0.795837
383	0.982516	0.781923
384	0.956051	0.747558
385	0.963641	0.720378
386	0.980199	0.706114
387	1.064409	0.751594
388	0.993866	0.746984
389	1.013415	0.757005
390	1.059467	0.802022
391	0.999190	0.801372
392	1.008597	0.808261
393	0.972002	0.785632
394	0.971231	0.763030
395	0.962457	0.734384
396	1.031177	0.757280
397	1.020587	0.772870
398	1.032713	0.798153
399	1.004922	0.802081
400	0.992388	0.795976
401	0.974772	0.775895
402	1.034209	0.802438
403	1.013211	0.813039
