Running strategy up on dataset djia.
Start Time: 2015-0129-17-01-36-364.
-------------------------------------
Parameters [tc:0.000000]
day	 Daily Return	 Total return
228	1.013738	0.920790
229	1.024179	0.943054
230	1.000703	0.943717
231	0.993690	0.937762
232	0.986143	0.924767
233	0.996129	0.921187
234	0.998611	0.919908
235	0.985275	0.906362
236	1.004011	0.909998
237	1.008393	0.917635
238	1.009502	0.926354
239	1.006015	0.931926
240	0.993501	0.925870
241	1.005880	0.931314
242	1.000004	0.931318
243	1.004497	0.935507
244	1.004887	0.940078
245	1.002000	0.941958
246	0.989050	0.931644
247	1.007986	0.939084
248	1.012346	0.950678
249	1.010225	0.960398
250	0.995338	0.955921
251	0.995226	0.951358
252	0.993587	0.945256
253	0.998955	0.944268
254	0.990945	0.935717
255	0.989380	0.925780
256	1.004009	0.929491
257	0.975361	0.906589
258	1.016730	0.921757
259	0.993309	0.915590
260	0.994567	0.910615
261	1.004386	0.914608
262	1.008323	0.922220
263	1.004217	0.926110
264	1.003084	0.928965
265	0.973907	0.904726
266	1.015496	0.918746
267	1.015148	0.932663
268	0.996602	0.929494
269	0.976263	0.907431
270	1.000135	0.907553
271	0.994210	0.902299
272	1.000402	0.902661
273	1.012368	0.913826
274	1.013880	0.926509
275	0.996560	0.923322
276	1.012582	0.934940
277	1.001597	0.936433
278	0.990055	0.927120
279	0.982397	0.910799
280	1.022025	0.930860
281	0.989178	0.920786
282	1.011242	0.931137
283	1.021214	0.950891
284	0.996260	0.947334
285	1.002418	0.949625
286	0.997510	0.947260
287	1.025385	0.971306
288	1.021787	0.992468
289	0.988689	0.981242
290	1.013874	0.994856
291	0.994974	0.989856
292	1.004884	0.994690
293	1.005311	0.999973
294	1.000513	1.000486
295	0.985766	0.986244
296	1.001042	0.987272
297	1.009564	0.996714
298	0.997044	0.993767
299	1.004427	0.998166
300	0.986447	0.984638
301	0.998468	0.983130
302	0.994747	0.977966
303	0.985412	0.963700
304	1.007193	0.970631
305	1.006380	0.976824
306	0.998904	0.975753
307	0.996293	0.972136
308	0.994627	0.966913
309	0.989872	0.957120
310	1.002869	0.959866
311	1.002775	0.962530
312	0.999610	0.962154
313	0.995448	0.957774
314	1.017117	0.974168
315	0.978131	0.952864
316	1.002494	0.955241
317	0.990502	0.946168
318	1.023958	0.968836
319	0.994932	0.963925
320	0.997923	0.961923
321	1.004024	0.965794
322	0.985512	0.951802
323	0.995988	0.947983
324	0.991150	0.939594
325	0.999759	0.939367
326	0.986575	0.926756
327	0.989249	0.916792
328	1.013276	0.928963
329	1.013165	0.941193
330	1.001815	0.942901
331	0.993339	0.936620
332	0.981952	0.919716
333	1.003488	0.922924
334	1.035896	0.956054
335	0.988622	0.945176
336	0.987705	0.933555
337	1.018247	0.950589
338	1.019774	0.969387
339	0.994724	0.964272
340	1.004586	0.968694
341	1.006680	0.975165
342	0.989236	0.964669
343	0.988109	0.953198
344	1.004035	0.957044
345	1.006921	0.963667
346	0.987542	0.951662
347	0.988459	0.940678
348	0.993146	0.934231
349	0.997976	0.932340
350	1.001256	0.933512
