Running strategy pamr_2 on dataset djia.
Start Time: 2015-0129-17-01-54-274.
-------------------------------------
Parameters [epsilon:0.500000, C:500.000000, tc:0.000000]
day	 Daily Return	 Total return
259	1.009508	0.574446
260	0.972542	0.558673
261	1.010610	0.564601
262	1.000446	0.564852
263	0.985787	0.556824
264	1.029660	0.573339
265	0.949634	0.544462
266	1.032892	0.562371
267	1.012973	0.569667
268	1.066002	0.607266
269	0.950249	0.577054
270	0.959875	0.553899
271	1.014473	0.561916
272	1.011640	0.568456
273	1.015362	0.577189
274	1.001975	0.578329
275	0.994128	0.574933
276	1.016299	0.584304
277	0.998678	0.583531
278	0.955219	0.557400
279	0.958108	0.534049
280	1.044892	0.558024
281	1.001822	0.559041
282	1.001696	0.559989
283	1.028734	0.576079
284	0.996445	0.574031
285	0.995670	0.571546
286	1.003995	0.573829
287	1.055867	0.605887
288	1.016322	0.615776
289	0.990511	0.609933
290	1.021079	0.622790
291	0.990589	0.616929
292	1.015296	0.626366
293	1.000044	0.626394
294	0.990820	0.620643
295	0.984905	0.611275
296	0.988194	0.604058
297	0.993696	0.600250
298	0.983933	0.590605
299	1.000699	0.591018
300	0.967039	0.571538
301	1.019845	0.582880
302	1.002024	0.584059
303	0.984515	0.575015
304	0.992792	0.570871
305	1.007880	0.575369
306	1.001980	0.576508
307	0.998940	0.575897
308	0.990371	0.570352
309	0.983767	0.561093
310	1.008260	0.565727
311	0.997113	0.564094
312	0.932209	0.525854
313	1.003775	0.527839
314	1.025698	0.541403
315	0.920250	0.498226
316	1.019742	0.508062
317	0.998813	0.507459
318	1.039246	0.527375
319	0.985688	0.519827
320	0.963218	0.500707
321	0.981124	0.491256
322	0.985829	0.484294
323	1.003168	0.485829
324	0.991298	0.481601
325	1.011053	0.486924
326	0.992960	0.483496
327	1.000272	0.483627
328	1.013169	0.489997
329	1.010956	0.495365
330	1.009934	0.500286
331	0.961969	0.481259
332	0.973880	0.468689
333	1.007295	0.472108
334	1.014729	0.479061
335	1.007980	0.482884
336	0.962583	0.464816
337	1.053400	0.489638
338	0.988978	0.484241
339	1.014813	0.491414
340	1.012900	0.497754
341	0.998448	0.496981
342	1.016309	0.505086
343	0.965173	0.487496
344	0.985523	0.480438
345	0.974967	0.468412
346	1.012121	0.474089
347	1.003849	0.475914
348	0.985797	0.469155
349	1.003210	0.470661
350	0.992376	0.467072
351	0.969099	0.452639
352	0.979595	0.443403
353	1.014205	0.449702
354	1.008584	0.453562
355	0.897402	0.407027
356	0.957727	0.389821
357	0.959542	0.374050
358	1.038355	0.388397
359	1.012678	0.393321
360	1.002271	0.394214
361	1.033672	0.407488
362	1.023002	0.416861
363	0.954596	0.397934
364	0.957690	0.381098
365	0.982236	0.374328
366	1.000136	0.374378
367	0.953893	0.357117
368	0.972737	0.347381
369	1.008179	0.350222
370	1.018894	0.356840
371	0.983716	0.351029
372	0.985457	0.345924
373	1.035833	0.358319
374	1.047375	0.375295
375	1.010632	0.379285
376	0.972874	0.368997
377	0.947230	0.349525
378	0.997898	0.348790
379	0.932491	0.325244
380	1.031282	0.335418
381	1.000527	0.335595
382	0.971699	0.326097
383	0.984333	0.320988
384	0.979583	0.314434
385	1.016249	0.319543
386	0.911245	0.291182
387	1.116863	0.325211
388	0.949687	0.308849
389	1.072435	0.331220
390	1.071123	0.354777
391	0.997050	0.353731
392	1.016830	0.359684
393	0.975494	0.350870
394	0.994158	0.348820
395	0.936991	0.326841
396	1.033312	0.337729
397	1.011575	0.341638
398	1.043165	0.356385
399	1.028013	0.366368
400	0.991569	0.363279
401	0.992135	0.360422
402	0.985960	0.355362
403	1.018302	0.361866
404	0.992949	0.359314
405	1.030911	0.370421
406	0.986024	0.365244
407	1.015535	0.370918
408	1.009991	0.374624
409	0.953410	0.357170
410	1.009242	0.360471
411	0.984464	0.354871
412	0.984192	0.349261
413	0.984444	0.343827
414	0.995394	0.342244
415	0.934485	0.319822
416	1.038108	0.332009
417	0.997788	0.331275
418	1.054337	0.349276
419	1.022672	0.357195
420	0.997599	0.356337
421	0.992804	0.353772
422	0.993689	0.351540
423	1.009459	0.354865
424	1.046265	0.371283
425	0.994428	0.369214
426	0.960338	0.354570
427	0.980099	0.347514
428	0.994973	0.345767
429	1.011474	0.349734
430	0.996874	0.348641
431	1.038905	0.362205
432	1.027235	0.372069
433	0.984097	0.366153
434	1.021403	0.373990
435	1.046597	0.391416
436	0.973011	0.380853
437	0.985386	0.375287
438	0.978373	0.367170
439	1.020582	0.374728
440	1.052013	0.394218
441	0.971890	0.383137
442	1.060238	0.406216
443	1.015546	0.412531
444	1.024971	0.422833
445	1.090704	0.461185
446	0.961458	0.443410
447	1.034851	0.458863
448	1.005872	0.461558
449	1.058937	0.488761
450	1.000449	0.488980
451	1.012410	0.495048
452	0.993284	0.491724
453	1.033127	0.508013
454	1.025197	0.520813
455	1.015716	0.528998
456	1.016860	0.537917
457	1.003246	0.539663
458	1.044878	0.563882
459	0.987561	0.556868
460	1.039324	0.578766
461	1.021232	0.591055
462	0.967524	0.571859
463	0.981817	0.561461
464	0.960652	0.539369
465	1.040930	0.561445
466	1.032946	0.579943
467	1.026422	0.595266
468	1.009499	0.600921
469	0.988337	0.593912
470	1.000272	0.594074
471	1.021226	0.606683
472	1.010571	0.613097
473	0.992814	0.608691
474	1.019941	0.620828
475	1.000569	0.621182
476	1.035688	0.643351
477	1.000186	0.643471
478	1.004478	0.646352
479	0.991228	0.640682
480	0.986368	0.631948
481	0.996543	0.629764
482	1.019315	0.641928
483	0.968280	0.621566
484	1.020255	0.634156
485	1.032658	0.654866
486	1.027780	0.673058
487	0.985011	0.662969
488	1.029831	0.682746
489	0.988613	0.674972
490	0.998124	0.673705
491	0.983689	0.662716
492	1.058542	0.701514
493	0.972011	0.681879
494	0.991667	0.676197
495	0.987028	0.667425
496	0.981862	0.655320
497	1.001874	0.656548
498	0.988731	0.649149
499	1.049182	0.681075
500	0.986369	0.671792
501	1.020580	0.685617
502	1.000866	0.686211
503	0.983550	0.674923
504	1.029748	0.695001
505	1.007626	0.700300
506	0.997230	0.698361
507	1.010072	0.705395
PAMR-2(epsilon:0.50, C:500, tc:0.0000), Final return: 0.71
-------------------------------------
